x1,x2,coord1,coord2,y
-0.375,1.0509868421052628,-1.7148160424389376,-1.7148160424389376,27.162152526511456
-0.37255781499202556,1.0583133971291865,-1.7148160424389376,-1.680173294106838,28.002799657602157
-0.3701156299840511,1.0656399521531101,-1.7148160424389376,-1.6455305457747382,29.114034496829646
-0.3700657894736843,1.0729665071770336,-1.7148160424389376,-1.6108877974426383,27.9758106545952
-0.3700657894736843,1.080293062200957,-1.7148160424389376,-1.5762450491105386,28.001971019802887
-0.3700657894736843,1.0829346092503986,-1.7148160424389376,-1.541602300778439,26.268519254055505
-0.3700657894736843,1.085376794258373,-1.7148160424389376,-1.5069595524463393,24.439223470704665
-0.3746511164274322,1.0878189792663475,-1.7148160424389376,-1.4723168041142394,26.267664114932973
-0.3795354864433811,1.090261164274322,-1.7148160424389376,-1.4376740557821397,26.169529036638956
-0.3709629186602871,1.0949461722488039,-1.7148160424389376,-1.40303130745004,27.52821398287753
-0.3611941786283892,1.099830542264753,-1.7148160424389376,-1.36838855911794,27.130288103602833
-0.3514254385964912,1.1025219298245617,-1.7148160424389376,-1.3337458107858404,26.186191485841245
-0.34165669856459324,1.1049641148325362,-1.7148160424389376,-1.2991030624537407,25.82482920977717
-0.3318879585326953,1.10097687400319,-1.7148160424389376,-1.2644603141216408,25.7255905015638
-0.32211921850079744,1.096092503987241,-1.7148160424389376,-1.2298175657895412,28.354212328058676
-0.3186303827751197,1.0912081339712918,-1.7148160424389376,-1.1951748174574415,29.465146116798493
-0.31618819776714524,1.0863237639553427,-1.7148160424389376,-1.1605320691253416,29.2577769958396
-0.3157894736842106,1.0834828548644337,-1.7148160424389376,-1.1258893207932419,29.2217009766895
-0.3157894736842106,1.0810406698564594,-1.7148160424389376,-1.0912465724611422,28.578956347236865
-0.31977671451355666,1.080592105263158,-1.7148160424389376,-1.0566038241290423,27.838510425641164
-0.32466108452950554,1.080592105263158,-1.7148160424389376,-1.0219610757969426,27.826117381026283
-0.31788277511961716,1.0864234449760766,-1.7148160424389376,-0.9873183274648429,29.353902660299653
-0.30811403508771934,1.09375,-1.7148160424389376,-0.9526755791327431,31.473459069249234
-0.31728468899521534,1.1010765550239234,-1.7148160424389376,-0.9180328308006434,30.426762718774274
-0.3319377990430622,1.1084031100478469,-1.7148160424389376,-0.8833900824685437,30.705308365124242
-0.34659090909090917,1.1120414673046253,-1.7148160424389376,-0.8487473341364439,29.337628406065043
-0.36124401913875615,1.1144836523125998,-1.7148160424389376,-0.8141045858043442,28.806801023528585
-0.3776913875598088,1.1187200956937802,-1.7148160424389376,-0.7794618374722444,30.80951707778248
-0.39478668261563005,1.1236044657097288,-1.7148160424389376,-0.7448190891401446,30.469320891937052
-0.4118819776714514,1.1284888357256777,-1.7148160424389376,-0.7101763408080449,30.277413793378948
-0.4289772727272727,1.1333732057416266,-1.7148160424389376,-0.6755335924759451,31.1968660283331
-0.44776714513556615,1.1348684210526314,-1.7148160424389376,-0.6408908441438455,28.30003128698656
-0.467304625199362,1.1348684210526314,-1.7148160424389376,-0.6062480958117457,24.180743904294136
-0.4901315789473685,1.1348684210526314,-1.7148160424389376,-0.5716053474796459,23.54398880245222
-0.5145534290271133,1.1348684210526314,-1.7148160424389376,-0.5369625991475462,25.828594685900658
-0.5373803827751197,1.1380582137161084,-1.7148160424389376,-0.5023198508154464,26.82453764774379
-0.55936004784689,1.142942583732057,-1.7148160424389376,-0.46767710248334665,26.771946437773256
-0.5736144338118022,1.1416467304625195,-1.7148160424389376,-0.4330343541512469,26.035428002283684
-0.5833831738437002,1.1367623604465709,-1.7148160424389376,-0.3983916058191471,26.456400324445575
-0.6006279904306221,1.1318779904306218,-1.7148160424389376,-0.3637488574870474,27.96058785271692
-0.6226076555023923,1.126993620414673,-1.7148160424389376,-0.32910610915494765,27.92017874213006
-0.6445873205741628,1.127890749601276,-1.7148160424389376,-0.2944633608228479,27.688043190052746
-0.6665669856459331,1.1327751196172247,-1.7148160424389376,-0.2598206124907481,29.531484338918993
-0.6941287878787881,1.1418460925039873,-1.7148160424389376,-0.22517786415864838,25.380128752035038
-0.7258771929824562,1.1540570175438596,-1.7148160424389376,-0.19053511582654864,25.54943707369999
-0.7549342105263158,1.1676136363636365,-1.7148160424389376,-0.15589236749444887,26.336558792899243
-0.7817982456140352,1.1822667464114833,-1.7148160424389376,-0.12124961916234912,27.636648277164962
-0.8138456937799043,1.1969198564593302,-1.7148160424389376,-0.08660687083024937,27.014554954278143
-0.8504784688995216,1.211572966507177,-1.7148160424389376,-0.05196412249814963,26.6392502764168
-0.8858652312599681,1.2287181020733653,-1.7148160424389376,-0.017321374166049876,26.098443482893995
-0.9200558213716108,1.2482555821371613,-1.7148160424389376,0.017321374166049876,27.047228650433915
-0.9482655502392344,1.2665968899521534,-1.7148160424389376,0.05196412249814963,26.325301689710688
-0.9702452153110048,1.2836921850079748,-1.7148160424389376,0.08660687083024937,25.97868974093442
-0.9876395534290272,1.2984948165869221,-1.7148160424389376,0.12124961916234912,28.772695727460906
